0, Altura: 260, Velocidade: 100, Pressão: 254
364,3878, Altura: 142741, Velocidade: 109844, Pressão: 254
364,7211, Altura: 142871, Velocidade: 109944, Pressão: 254
365,0545, Altura: 143001, Velocidade: 110044, Pressão: 254
365,3878, Altura: 143131, Velocidade: 110144, Pressão: 254
365,7211, Altura: 143261, Velocidade: 110244, Pressão: 254
366,0545, Altura: 143391, Velocidade: 110345, Pressão: 254
366,3878, Altura: 143521, Velocidade: 110445, Pressão: 254
366,7211, Altura: 143651, Velocidade: 110545, Pressão: 254
367,0545, Altura: 143781, Velocidade: 110645, Pressão: 254
367,3878, Altura: 143911, Velocidade: 110745, Pressão: 254
367,7211, Altura: 144041, Velocidade: 110845, Pressão: 254
368,0545, Altura: 144171, Velocidade: 110945, Pressão: 254
368,3878, Altura: 144301, Velocidade: 111046, Pressão: 254
368,7211, Altura: 144431, Velocidade: 111146, Pressão: 254
369,0545, Altura: 144561, Velocidade: 111246, Pressão: 254
369,3878, Altura: 144691, Velocidade: 111346, Pressão: 254
369,7211, Altura: 144821, Velocidade: 111446, Pressão: 254
370,0545, Altura: 144951, Velocidade: 111546, Pressão: 254
370,3878, Altura: 145081, Velocidade: 111646, Pressão: 254
370,7211, Altura: 145211, Velocidade: 111746, Pressão: 254
371,0545, Altura: 145341, Velocidade: 111847, Pressão: 254
371,3878, Altura: 145471, Velocidade: 111947, Pressão: 254
371,7211, Altura: 145601, Velocidade: 112047, Pressão: 254
372,0545, Altura: 145731, Velocidade: 112147, Pressão: 254
372,3878, Altura: 145861, Velocidade: 112247, Pressão: 254
372,7211, Altura: 145991, Velocidade: 112347, Pressão: 254
373,0545, Altura: 146121, Velocidade: 112447, Pressão: 254
373,3878, Altura: 146251, Velocidade: 112548, Pressão: 254
373,7211, Altura: 146381, Velocidade: 112648, Pressão: 254
374,0545, Altura: 146511, Velocidade: 112748, Pressão: 254
374,3878, Altura: 146641, Velocidade: 112848, Pressão: 254
374,7211, Altura: 146771, Velocidade: 112948, Pressão: 254
375,0545, Altura: 146901, Velocidade: 113048, Pressão: 254
375,3878, Altura: 147031, Velocidade: 113148, Pressão: 254
375,7211, Altura: 147161, Velocidade: 113249, Pressão: 254
376,0545, Altura: 147291, Velocidade: 113349, Pressão: 254
376,3878, Altura: 147421, Velocidade: 113449, Pressão: 254
376,7211, Altura: 147551, Velocidade: 113549, Pressão: 254
377,0545, Altura: 147681, Velocidade: 113649, Pressão: 254
377,3878, Altura: 147811, Velocidade: 113749, Pressão: 254
377,7211, Altura: 147941, Velocidade: 113850, Pressão: 254
378,0545, Altura: 148071, Velocidade: 113950, Pressão: 254
378,3878, Altura: 148201, Velocidade: 114050, Pressão: 254
378,7211, Altura: 148331, Velocidade: 114150, Pressão: 254
379,0545, Altura: 148461, Velocidade: 114250, Pressão: 254
379,3878, Altura: 148591, Velocidade: 114350, Pressão: 254
379,7211, Altura: 148721, Velocidade: 114450, Pressão: 254
380,0545, Altura: 148851, Velocidade: 114550, Pressão: 254
380,3878, Altura: 148981, Velocidade: 114651, Pressão: 254
380,7211, Altura: 149111, Velocidade: 114751, Pressão: 254
381,0545, Altura: 149241, Velocidade: 114851, Pressão: 254
381,3878, Altura: 149371, Velocidade: 114951, Pressão: 254
381,7211, Altura: 149501, Velocidade: 115051, Pressão: 254
382,0545, Altura: 149631, Velocidade: 115151, Pressão: 254
382,3878, Altura: 149761, Velocidade: 115252, Pressão: 254
382,7211, Altura: 149891, Velocidade: 115352, Pressão: 254
383,0545, Altura: 150021, Velocidade: 115452, Pressão: 254
383,3878, Altura: 150151, Velocidade: 115552, Pressão: 254
383,7211, Altura: 150281, Velocidade: 115652, Pressão: 254
384,0545, Altura: 150411, Velocidade: 115752, Pressão: 254
384,3878, Altura: 150541, Velocidade: 115852, Pressão: 254
384,7211, Altura: 150671, Velocidade: 115953, Pressão: 254
385,0545, Altura: 150801, Velocidade: 116053, Pressão: 254
385,3878, Altura: 150931, Velocidade: 116153, Pressão: 254
385,7211, Altura: 151061, Velocidade: 116253, Pressão: 254
386,0545, Altura: 151191, Velocidade: 116353, Pressão: 254
386,3878, Altura: 151321, Velocidade: 116453, Pressão: 254
386,7211, Altura: 151451, Velocidade: 116553, Pressão: 254
387,0545, Altura: 151581, Velocidade: 116653, Pressão: 254
387,3878, Altura: 151711, Velocidade: 116754, Pressão: 254
387,7211, Altura: 151841, Velocidade: 116854, Pressão: 254
388,0545, Altura: 151971, Velocidade: 116954, Pressão: 254
388,3878, Altura: 152101, Velocidade: 117054, Pressão: 254
388,7211, Altura: 152231, Velocidade: 117154, Pressão: 254
389,0545, Altura: 152361, Velocidade: 117254, Pressão: 254
389,3878, Altura: 152491, Velocidade: 117354, Pressão: 254
389,7211, Altura: 152621, Velocidade: 117455, Pressão: 254
390,0545, Altura: 152751, Velocidade: 117555, Pressão: 254
390,3878, Altura: 152881, Velocidade: 117655, Pressão: 254
390,7211, Altura: 153011, Velocidade: 117755, Pressão: 254
391,0545, Altura: 153141, Velocidade: 117855, Pressão: 254
391,3878, Altura: 153271, Velocidade: 117955, Pressão: 254
391,7211, Altura: 153401, Velocidade: 118055, Pressão: 254
392,0545, Altura: 153531, Velocidade: 118156, Pressão: 254
392,3878, Altura: 153661, Velocidade: 118256, Pressão: 254
392,7211, Altura: 153791, Velocidade: 118356, Pressão: 254
393,0545, Altura: 153921, Velocidade: 118456, Pressão: 254
393,3878, Altura: 154051, Velocidade: 118556, Pressão: 254
393,7211, Altura: 154181, Velocidade: 118656, Pressão: 254
394,0545, Altura: 154311, Velocidade: 118756, Pressão: 254
394,3878, Altura: 154441, Velocidade: 118857, Pressão: 254
394,7211, Altura: 154571, Velocidade: 118957, Pressão: 254
395,0545, Altura: 154701, Velocidade: 119057, Pressão: 254
395,3878, Altura: 154831, Velocidade: 119157, Pressão: 254
395,7211, Altura: 154961, Velocidade: 119257, Pressão: 254
396,0545, Altura: 155091, Velocidade: 119357, Pressão: 254
396,3878, Altura: 155221, Velocidade: 119457, Pressão: 254
396,7211, Altura: 155351, Velocidade: 119557, Pressão: 254
397,0545, Altura: 155481, Velocidade: 119658, Pressão: 254
397,3878, Altura: 155611, Velocidade: 119758, Pressão: 254
397,7211, Altura: 155741, Velocidade: 119858, Pressão: 254
398,0545, Altura: 155871, Velocidade: 119958, Pressão: 254
398,3878, Altura: 156001, Velocidade: 120058, Pressão: 254
398,7211, Altura: 156131, Velocidade: 120158, Pressão: 254
399,0545, Altura: 156261, Velocidade: 120258, Pressão: 254
399,3878, Altura: 156391, Velocidade: 120359, Pressão: 254
399,7211, Altura: 156521, Velocidade: 120459, Pressão: 254
400,0545, Altura: 156651, Velocidade: 120559, Pressão: 254
400,3878, Altura: 156781, Velocidade: 120659, Pressão: 254
400,7211, Altura: 156911, Velocidade: 120759, Pressão: 254
401,0545, Altura: 157041, Velocidade: 120859, Pressão: 254
401,3878, Altura: 157171, Velocidade: 120959, Pressão: 254
401,7211, Altura: 157301, Velocidade: 121060, Pressão: 254
402,0545, Altura: 157431, Velocidade: 121160, Pressão: 254
402,3878, Altura: 157561, Velocidade: 121260, Pressão: 254
402,7211, Altura: 157691, Velocidade: 121360, Pressão: 254
403,0545, Altura: 157821, Velocidade: 121460, Pressão: 254
403,3878, Altura: 157951, Velocidade: 121560, Pressão: 254
403,7211, Altura: 158081, Velocidade: 121660, Pressão: 254
404,0545, Altura: 158211, Velocidade: 121761, Pressão: 254
404,3878, Altura: 158341, Velocidade: 121861, Pressão: 254
404,7211, Altura: 158471, Velocidade: 121961, Pressão: 254
405,0545, Altura: 158601, Velocidade: 122061, Pressão: 254
405,3878, Altura: 158731, Velocidade: 122161, Pressão: 254
405,7211, Altura: 158861, Velocidade: 122261, Pressão: 254
406,0545, Altura: 158991, Velocidade: 122361, Pressão: 254
406,3878, Altura: 159121, Velocidade: 122461, Pressão: 254
406,7211, Altura: 159251, Velocidade: 122562, Pressão: 254
407,0545, Altura: 159381, Velocidade: 122662, Pressão: 254
407,3878, Altura: 159511, Velocidade: 122762, Pressão: 254
407,7211, Altura: 159641, Velocidade: 122862, Pressão: 254
408,0545, Altura: 159771, Velocidade: 122962, Pressão: 254
408,3878, Altura: 159901, Velocidade: 123062, Pressão: 254
408,7211, Altura: 160031, Velocidade: 123163, Pressão: 254
409,0545, Altura: 160161, Velocidade: 123263, Pressão: 254
409,3878, Altura: 160291, Velocidade: 123363, Pressão: 254
409,7211, Altura: 160421, Velocidade: 123463, Pressão: 254
410,0545, Altura: 160552, Velocidade: 123563, Pressão: 254
410,3878, Altura: 160682, Velocidade: 123663, Pressão: 254
410,7211, Altura: 160812, Velocidade: 123764, Pressão: 254
411,0545, Altura: 160942, Velocidade: 123864, Pressão: 254
411,3878, Altura: 161072, Velocidade: 123964, Pressão: 254
411,7211, Altura: 161202, Velocidade: 124064, Pressão: 254
412,0545, Altura: 161332, Velocidade: 124164, Pressão: 254
412,3878, Altura: 161462, Velocidade: 124264, Pressão: 254
412,7211, Altura: 161592, Velocidade: 124364, Pressão: 254
413,0545, Altura: 161722, Velocidade: 124464, Pressão: 254
413,3878, Altura: 161852, Velocidade: 124565, Pressão: 254
413,7211, Altura: 161982, Velocidade: 124665, Pressão: 254
414,0545, Altura: 162112, Velocidade: 124765, Pressão: 254
414,3878, Altura: 162242, Velocidade: 124865, Pressão: 254
414,7211, Altura: 162372, Velocidade: 124965, Pressão: 254
415,0545, Altura: 162502, Velocidade: 125065, Pressão: 254
415,3878, Altura: 162632, Velocidade: 125165, Pressão: 254
415,7211, Altura: 162762, Velocidade: 125266, Pressão: 254
416,0545, Altura: 162892, Velocidade: 125366, Pressão: 254
416,3878, Altura: 163022, Velocidade: 125466, Pressão: 254
416,7211, Altura: 163152, Velocidade: 125566, Pressão: 254
417,0545, Altura: 163282, Velocidade: 125666, Pressão: 254
417,3878, Altura: 163412, Velocidade: 125766, Pressão: 254
417,7211, Altura: 163542, Velocidade: 125866, Pressão: 254
418,0545, Altura: 163672, Velocidade: 125967, Pressão: 254
418,3878, Altura: 163802, Velocidade: 126067, Pressão: 254
418,7211, Altura: 163932, Velocidade: 126167, Pressão: 254
419,0545, Altura: 164062, Velocidade: 126267, Pressão: 254
419,3878, Altura: 164192, Velocidade: 126367, Pressão: 254
419,7211, Altura: 164322, Velocidade: 126467, Pressão: 254
420,0545, Altura: 164452, Velocidade: 126567, Pressão: 254
420,3878, Altura: 164582, Velocidade: 126668, Pressão: 254
420,7211, Altura: 164712, Velocidade: 126768, Pressão: 254
421,0545, Altura: 164842, Velocidade: 126868, Pressão: 254
421,3878, Altura: 164972, Velocidade: 126968, Pressão: 254
421,7211, Altura: 165102, Velocidade: 127068, Pressão: 254
422,0545, Altura: 165232, Velocidade: 127168, Pressão: 254
422,3878, Altura: 165362, Velocidade: 127268, Pressão: 254
422,7211, Altura: 165492, Velocidade: 127368, Pressão: 254
423,0545, Altura: 165622, Velocidade: 127469, Pressão: 254
423,3878, Altura: 165752, Velocidade: 127569, Pressão: 254
423,7211, Altura: 165882, Velocidade: 127669, Pressão: 254
424,0545, Altura: 166012, Velocidade: 127769, Pressão: 254
424,3878, Altura: 166142, Velocidade: 127869, Pressão: 254
424,7211, Altura: 166272, Velocidade: 127969, Pressão: 254
425,0545, Altura: 166402, Velocidade: 128069, Pressão: 254
425,3878, Altura: 166532, Velocidade: 128170, Pressão: 254
425,7211, Altura: 166662, Velocidade: 128270, Pressão: 254
426,0545, Altura: 166792, Velocidade: 128370, Pressão: 254
426,3878, Altura: 166922, Velocidade: 128470, Pressão: 254
426,7211, Altura: 167052, Velocidade: 128570, Pressão: 254
427,0545, Altura: 167182, Velocidade: 128670, Pressão: 254
427,3878, Altura: 167312, Velocidade: 128770, Pressão: 254
427,7211, Altura: 167442, Velocidade: 128871, Pressão: 254
428,0545, Altura: 167572, Velocidade: 128971, Pressão: 254
428,3878, Altura: 167702, Velocidade: 129071, Pressão: 254
428,7211, Altura: 167832, Velocidade: 129171, Pressão: 254
429,0545, Altura: 167962, Velocidade: 129271, Pressão: 254
429,3878, Altura: 168092, Velocidade: 129371, Pressão: 254
429,7211, Altura: 168222, Velocidade: 129471, Pressão: 254
430,0545, Altura: 168352, Velocidade: 129572, Pressão: 254
430,3878, Altura: 168482, Velocidade: 129672, Pressão: 254
430,7211, Altura: 168612, Velocidade: 129772, Pressão: 254
431,0545, Altura: 168742, Velocidade: 129872, Pressão: 254
431,3878, Altura: 168872, Velocidade: 129972, Pressão: 254
431,7211, Altura: 169002, Velocidade: 130072, Pressão: 254
432,0545, Altura: 169132, Velocidade: 130172, Pressão: 254
432,3878, Altura: 169262, Velocidade: 130272, Pressão: 254
432,7211, Altura: 169392, Velocidade: 130373, Pressão: 254
433,0545, Altura: 169522, Velocidade: 130473, Pressão: 254
433,3878, Altura: 169652, Velocidade: 130573, Pressão: 254
433,7211, Altura: 169782, Velocidade: 130673, Pressão: 254
434,0545, Altura: 169912, Velocidade: 130773, Pressão: 254
434,3878, Altura: 170042, Velocidade: 130873, Pressão: 254
434,7211, Altura: 170172, Velocidade: 130973, Pressão: 254
435,0545, Altura: 170302, Velocidade: 131074, Pressão: 254
435,3878, Altura: 170432, Velocidade: 131174, Pressão: 254
435,7211, Altura: 170562, Velocidade: 131274, Pressão: 254
436,0545, Altura: 170692, Velocidade: 131374, Pressão: 254
436,3878, Altura: 170822, Velocidade: 131474, Pressão: 254
436,7211, Altura: 170952, Velocidade: 131574, Pressão: 254
437,0545, Altura: 171082, Velocidade: 131675, Pressão: 254
437,3878, Altura: 171212, Velocidade: 131775, Pressão: 254
437,7211, Altura: 171342, Velocidade: 131875, Pressão: 254
438,0545, Altura: 171472, Velocidade: 131975, Pressão: 254
438,3878, Altura: 171602, Velocidade: 132075, Pressão: 254
438,7211, Altura: 171732, Velocidade: 132175, Pressão: 254
439,0545, Altura: 171862, Velocidade: 132275, Pressão: 254
439,3878, Altura: 171992, Velocidade: 132376, Pressão: 254
439,7211, Altura: 172122, Velocidade: 132476, Pressão: 254
440,0545, Altura: 172252, Velocidade: 132576, Pressão: 254
440,3878, Altura: 172382, Velocidade: 132676, Pressão: 254
440,7211, Altura: 172512, Velocidade: 132776, Pressão: 254
441,0545, Altura: 172642, Velocidade: 132876, Pressão: 254
441,3878, Altura: 172772, Velocidade: 132976, Pressão: 254
441,7211, Altura: 172902, Velocidade: 133077, Pressão: 254
442,0545, Altura: 173032, Velocidade: 133177, Pressão: 254
442,3878, Altura: 173162, Velocidade: 133277, Pressão: 254
442,7211, Altura: 173292, Velocidade: 133377, Pressão: 254
443,0545, Altura: 173422, Velocidade: 133477, Pressão: 254
443,3878, Altura: 173552, Velocidade: 133577, Pressão: 254
443,7211, Altura: 173682, Velocidade: 133677, Pressão: 254
444,0545, Altura: 173812, Velocidade: 133778, Pressão: 254
444,3878, Altura: 173942, Velocidade: 133878, Pressão: 254
444,7211, Altura: 174072, Velocidade: 133978, Pressão: 254
445,0545, Altura: 174202, Velocidade: 134078, Pressão: 254
445,3878, Altura: 174332, Velocidade: 134178, Pressão: 254
445,7211, Altura: 174462, Velocidade: 134278, Pressão: 254
446,0545, Altura: 174592, Velocidade: 134378, Pressão: 254
446,3878, Altura: 174722, Velocidade: 134479, Pressão: 254
446,7211, Altura: 174852, Velocidade: 134579, Pressão: 254
447,0545, Altura: 174982, Velocidade: 134679, Pressão: 254
447,3878, Altura: 175112, Velocidade: 134779, Pressão: 254
447,7211, Altura: 175242, Velocidade: 134879, Pressão: 254
448,0545, Altura: 175372, Velocidade: 134979, Pressão: 254
448,3878, Altura: 175502, Velocidade: 135079, Pressão: 254
448,7211, Altura: 175632, Velocidade: 135179, Pressão: 254
449,0545, Altura: 175762, Velocidade: 135280, Pressão: 254
449,3878, Altura: 175892, Velocidade: 135380, Pressão: 254
449,7211, Altura: 176022, Velocidade: 135480, Pressão: 254
450,0545, Altura: 176152, Velocidade: 135580, Pressão: 254
450,3878, Altura: 176282, Velocidade: 135680, Pressão: 254
450,7211, Altura: 176412, Velocidade: 135780, Pressão: 254
451,0545, Altura: 176542, Velocidade: 135880, Pressão: 254
451,3878, Altura: 176672, Velocidade: 135981, Pressão: 254
451,7211, Altura: 176802, Velocidade: 136081, Pressão: 254
452,0545, Altura: 176932, Velocidade: 136181, Pressão: 254
452,3878, Altura: 177062, Velocidade: 136281, Pressão: 254
452,7211, Altura: 177192, Velocidade: 136381, Pressão: 254
453,0545, Altura: 177322, Velocidade: 136481, Pressão: 254
453,3878, Altura: 177452, Velocidade: 136581, Pressão: 254
453,7211, Altura: 177582, Velocidade: 136681, Pressão: 254
454,0545, Altura: 177712, Velocidade: 136782, Pressão: 254
454,3878, Altura: 177842, Velocidade: 136882, Pressão: 254
454,7211, Altura: 177972, Velocidade: 136982, Pressão: 254
455,0545, Altura: 178102, Velocidade: 137082, Pressão: 254
455,3878, Altura: 178232, Velocidade: 137182, Pressão: 254
455,7211, Altura: 178362, Velocidade: 137282, Pressão: 254
456,0545, Altura: 178492, Velocidade: 137383, Pressão: 254
456,3878, Altura: 178622, Velocidade: 137483, Pressão: 254
456,7211, Altura: 178752, Velocidade: 137583, Pressão: 254
457,0545, Altura: 178882, Velocidade: 137683, Pressão: 254
457,3878, Altura: 179012, Velocidade: 137783, Pressão: 254
457,7211, Altura: 179142, Velocidade: 137883, Pressão: 254
458,0545, Altura: 179272, Velocidade: 137983, Pressão: 254
458,3878, Altura: 179402, Velocidade: 138083, Pressão: 254
458,7211, Altura: 179532, Velocidade: 138184, Pressão: 254
459,0545, Altura: 179662, Velocidade: 138284, Pressão: 254
459,3878, Altura: 179792, Velocidade: 138384, Pressão: 254
459,7211, Altura: 179922, Velocidade: 138484, Pressão: 254
460,0545, Altura: 180052, Velocidade: 138584, Pressão: 254
460,3878, Altura: 180182, Velocidade: 138684, Pressão: 254
460,7211, Altura: 180312, Velocidade: 138784, Pressão: 254
461,0545, Altura: 180442, Velocidade: 138885, Pressão: 254
461,3878, Altura: 180572, Velocidade: 138985, Pressão: 254
461,7211, Altura: 180702, Velocidade: 139085, Pressão: 254
462,0545, Altura: 180832, Velocidade: 139185, Pressão: 254
462,3878, Altura: 180962, Velocidade: 139285, Pressão: 254
462,7211, Altura: 181092, Velocidade: 139385, Pressão: 254
463,0545, Altura: 181222, Velocidade: 139485, Pressão: 254
463,3878, Altura: 181352, Velocidade: 139586, Pressão: 254
463,7211, Altura: 181482, Velocidade: 139686, Pressão: 254
464,0545, Altura: 181612, Velocidade: 139786, Pressão: 254
464,3878, Altura: 181742, Velocidade: 139886, Pressão: 254
464,7211, Altura: 181872, Velocidade: 139986, Pressão: 254
465,0545, Altura: 182002, Velocidade: 140086, Pressão: 254
465,3878, Altura: 182132, Velocidade: 140186, Pressão: 254
465,7211, Altura: 182262, Velocidade: 140287, Pressão: 254
466,0545, Altura: 182392, Velocidade: 140387, Pressão: 254
466,3878, Altura: 182522, Velocidade: 140487, Pressão: 254
466,7211, Altura: 182652, Velocidade: 140587, Pressão: 254
467,0545, Altura: 182782, Velocidade: 140687, Pressão: 254
467,3878, Altura: 182912, Velocidade: 140787, Pressão: 254
467,7211, Altura: 183042, Velocidade: 140888, Pressão: 254
468,0545, Altura: 183172, Velocidade: 140988, Pressão: 254
468,3878, Altura: 183302, Velocidade: 141088, Pressão: 254
468,7211, Altura: 183432, Velocidade: 141188, Pressão: 254
469,0545, Altura: 183562, Velocidade: 141288, Pressão: 254
469,3878, Altura: 183692, Velocidade: 141388, Pressão: 254
469,7211, Altura: 183822, Velocidade: 141488, Pressão: 254
470,0545, Altura: 183952, Velocidade: 141588, Pressão: 254
470,3878, Altura: 184082, Velocidade: 141689, Pressão: 254
470,7211, Altura: 184212, Velocidade: 141789, Pressão: 254
471,0545, Altura: 184342, Velocidade: 141889, Pressão: 254
471,3878, Altura: 184472, Velocidade: 141989, Pressão: 254
471,7211, Altura: 184602, Velocidade: 142089, Pressão: 254
472,0545, Altura: 184732, Velocidade: 142189, Pressão: 254
472,3878, Altura: 184862, Velocidade: 142290, Pressão: 254
472,7211, Altura: 184992, Velocidade: 142390, Pressão: 254
473,0545, Altura: 185122, Velocidade: 142490, Pressão: 254
473,3878, Altura: 185252, Velocidade: 142590, Pressão: 254
473,7211, Altura: 185382, Velocidade: 142690, Pressão: 254
474,0545, Altura: 185512, Velocidade: 142790, Pressão: 254
474,3878, Altura: 185642, Velocidade: 142890, Pressão: 254
474,7211, Altura: 185772, Velocidade: 142990, Pressão: 254
475,0545, Altura: 185902, Velocidade: 143091, Pressão: 254
475,3878, Altura: 186032, Velocidade: 143191, Pressão: 254
475,7211, Altura: 186162, Velocidade: 143291, Pressão: 254
476,0545, Altura: 186292, Velocidade: 143391, Pressão: 254
476,3878, Altura: 186422, Velocidade: 143491, Pressão: 254
476,7211, Altura: 186552, Velocidade: 143591, Pressão: 254
477,0545, Altura: 186682, Velocidade: 143691, Pressão: 254
477,3878, Altura: 186812, Velocidade: 143792, Pressão: 254
477,7211, Altura: 186942, Velocidade: 143892, Pressão: 254
478,0545, Altura: 187072, Velocidade: 143992, Pressão: 254
478,3878, Altura: 187203, Velocidade: 144092, Pressão: 254
478,7211, Altura: 187333, Velocidade: 144192, Pressão: 254
479,0545, Altura: 187463, Velocidade: 144292, Pressão: 254
479,3878, Altura: 187593, Velocidade: 144392, Pressão: 254
479,7211, Altura: 187723, Velocidade: 144493, Pressão: 254
480,0545, Altura: 187853, Velocidade: 144593, Pressão: 254
480,3878, Altura: 187983, Velocidade: 144693, Pressão: 254
480,7211, Altura: 188113, Velocidade: 144793, Pressão: 254
481,0545, Altura: 188243, Velocidade: 144893, Pressão: 254
481,3878, Altura: 188373, Velocidade: 144993, Pressão: 254
481,7211, Altura: 188503, Velocidade: 145093, Pressão: 254
482,0545, Altura: 188633, Velocidade: 145194, Pressão: 254
482,3878, Altura: 188763, Velocidade: 145294, Pressão: 254
482,7211, Altura: 188893, Velocidade: 145394, Pressão: 254
483,0545, Altura: 189023, Velocidade: 145494, Pressão: 254
483,3878, Altura: 189153, Velocidade: 145594, Pressão: 254
483,7211, Altura: 189283, Velocidade: 145694, Pressão: 254
484,0545, Altura: 189413, Velocidade: 145794, Pressão: 254
484,3878, Altura: 189543, Velocidade: 145894, Pressão: 254
484,7211, Altura: 189673, Velocidade: 145995, Pressão: 254
485,0545, Altura: 189803, Velocidade: 146095, Pressão: 254
485,3878, Altura: 189933, Velocidade: 146195, Pressão: 254
485,7211, Altura: 190063, Velocidade: 146295, Pressão: 254
486,0545, Altura: 190193, Velocidade: 146395, Pressão: 254
486,3878, Altura: 190323, Velocidade: 146495, Pressão: 254
486,7211, Altura: 190453, Velocidade: 146595, Pressão: 254
487,0545, Altura: 190583, Velocidade: 146696, Pressão: 254
487,3878, Altura: 190713, Velocidade: 146796, Pressão: 254
487,7211, Altura: 190843, Velocidade: 146896, Pressão: 254
488,0545, Altura: 190973, Velocidade: 146996, Pressão: 254
488,3878, Altura: 191103, Velocidade: 147096, Pressão: 254
488,7211, Altura: 191233, Velocidade: 147196, Pressão: 254
489,0545, Altura: 191363, Velocidade: 147296, Pressão: 254
489,3878, Altura: 191493, Velocidade: 147397, Pressão: 254
489,7211, Altura: 191623, Velocidade: 147497, Pressão: 254
490,0545, Altura: 191753, Velocidade: 147597, Pressão: 254
490,3878, Altura: 191883, Velocidade: 147697, Pressão: 254
490,7211, Altura: 192013, Velocidade: 147797, Pressão: 254
491,0545, Altura: 192143, Velocidade: 147897, Pressão: 254
491,3878, Altura: 192273, Velocidade: 147997, Pressão: 254
491,7211, Altura: 192403, Velocidade: 148098, Pressão: 254
492,0545, Altura: 192533, Velocidade: 148198, Pressão: 254
492,3878, Altura: 192663, Velocidade: 148298, Pressão: 254
492,7211, Altura: 192793, Velocidade: 148398, Pressão: 254
493,0545, Altura: 192923, Velocidade: 148498, Pressão: 254
493,3878, Altura: 193053, Velocidade: 148598, Pressão: 254
493,7211, Altura: 193183, Velocidade: 148698, Pressão: 254
494,0545, Altura: 193313, Velocidade: 148799, Pressão: 254
494,3878, Altura: 193443, Velocidade: 148899, Pressão: 254
494,7211, Altura: 193573, Velocidade: 148999, Pressão: 254
495,0545, Altura: 193703, Velocidade: 149099, Pressão: 254
495,3878, Altura: 193833, Velocidade: 149199, Pressão: 254
495,7211, Altura: 193963, Velocidade: 149299, Pressão: 254
496,0545, Altura: 194093, Velocidade: 149399, Pressão: 254
496,3878, Altura: 194223, Velocidade: 149500, Pressão: 254
496,7211, Altura: 194353, Velocidade: 149600, Pressão: 254
497,0545, Altura: 194483, Velocidade: 149700, Pressão: 254
497,3878, Altura: 194613, Velocidade: 149800, Pressão: 254
497,7211, Altura: 194743, Velocidade: 149900, Pressão: 254
498,0545, Altura: 194873, Velocidade: 150000, Pressão: 254
498,3878, Altura: 195003, Velocidade: 150100, Pressão: 254
498,7211, Altura: 195133, Velocidade: 150201, Pressão: 254
499,0545, Altura: 195263, Velocidade: 150301, Pressão: 254
499,3878, Altura: 195393, Velocidade: 150401, Pressão: 254
499,7211, Altura: 195523, Velocidade: 150501, Pressão: 254
500,0545, Altura: 195653, Velocidade: 150601, Pressão: 254
500,3878, Altura: 195783, Velocidade: 150701, Pressão: 254
500,7211, Altura: 195913, Velocidade: 150801, Pressão: 254
501,0545, Altura: 196043, Velocidade: 150902, Pressão: 254
501,3878, Altura: 196173, Velocidade: 151002, Pressão: 254
501,7211, Altura: 196303, Velocidade: 151102, Pressão: 254
502,0545, Altura: 196433, Velocidade: 151202, Pressão: 254
502,3878, Altura: 196563, Velocidade: 151302, Pressão: 254
502,7211, Altura: 196693, Velocidade: 151402, Pressão: 254
503,0545, Altura: 196823, Velocidade: 151502, Pressão: 254
503,3878, Altura: 196953, Velocidade: 151603, Pressão: 254
503,7211, Altura: 197083, Velocidade: 151703, Pressão: 254
504,0545, Altura: 197213, Velocidade: 151803, Pressão: 254
504,3878, Altura: 197343, Velocidade: 151903, Pressão: 254
504,7211, Altura: 197473, Velocidade: 152003, Pressão: 254
505,0545, Altura: 197603, Velocidade: 152103, Pressão: 254
505,3878, Altura: 197733, Velocidade: 152203, Pressão: 254
505,7211, Altura: 197863, Velocidade: 152304, Pressão: 254
506,0545, Altura: 197993, Velocidade: 152404, Pressão: 254
506,3878, Altura: 198123, Velocidade: 152504, Pressão: 254
506,7211, Altura: 198253, Velocidade: 152604, Pressão: 254
507,0545, Altura: 198383, Velocidade: 152704, Pressão: 254
507,3878, Altura: 198513, Velocidade: 152804, Pressão: 254
507,7211, Altura: 198643, Velocidade: 152904, Pressão: 254
508,0545, Altura: 198773, Velocidade: 153005, Pressão: 254
508,3878, Altura: 198903, Velocidade: 153105, Pressão: 254
508,7211, Altura: 199033, Velocidade: 153205, Pressão: 254
509,0545, Altura: 199163, Velocidade: 153305, Pressão: 254
509,3878, Altura: 199293, Velocidade: 153405, Pressão: 254
509,7211, Altura: 199423, Velocidade: 153505, Pressão: 254
510,0545, Altura: 199553, Velocidade: 153605, Pressão: 254
510,3878, Altura: 199683, Velocidade: 153705, Pressão: 254
510,7211, Altura: 199813, Velocidade: 153806, Pressão: 254
511,0545, Altura: 199943, Velocidade: 153906, Pressão: 254
511,3878, Altura: 200073, Velocidade: 154006, Pressão: 254
511,7211, Altura: 200203, Velocidade: 154106, Pressão: 254
512,0544, Altura: 200333, Velocidade: 154206, Pressão: 254
512,3878, Altura: 200463, Velocidade: 154306, Pressão: 254
512,7211, Altura: 200593, Velocidade: 154406, Pressão: 254
513,0544, Altura: 200723, Velocidade: 154507, Pressão: 254
513,3878, Altura: 200853, Velocidade: 154607, Pressão: 254
513,7211, Altura: 200983, Velocidade: 154707, Pressão: 254
514,0544, Altura: 201113, Velocidade: 154807, Pressão: 254
